Mixte,Emission_de_CO2,Cycle_urbain,Extra_urbain,Prix,Immatriculation
4.9,129.0,5.7,4.5,22500142.0,2bf110fc-56cd-4a99-b297-e5e0d04ed658
6.5,176.0,9.0,5.0,17218951.0,2e8f2730-af30-4dc0-a5c2-851eb5630797
6.3,146.0,8.639999999999999,5.839999999999999,33816979.0,a847b2cc-7a8d-4aee-8ba1-16b8eb6d0495
5.6,147.0,6.7,5.0,30204938.0,8a6e3ce7-bad3-4f68-ade7-f3953e8d91f8
6.26,159.8,8.379999999999999,5.0600000000000005,16350993.0,113ee290-d7c4-4d57-aff9-9dab469bced8
5.2,122.0,6.4,4.6,23635164.0,c3452750-3071-4f37-a126-36dda65d738c
5.000000000000001,134.0,6.4,4.16,18394033.0,5b3609bc-04a3-442e-a858-2c0849ba7afa
4.700000000000001,112.8,8.02,5.0600000000000005,5708493.0,7d1b69d6-a354-4e26-8a72-7cdda01ad1de
5.3,120.0,5.9,4.9,12745629.0,129b4126-38e9-4d60-a1ca-ce87c854dea5
5.0,129.0,5.6,4.6,27173762.0,55c990c8-55c6-4765-971a-498c389c5391
5.2,132.8,8.059999999999999,5.3,7931801.0,758c0944-dc5e-4b4a-ba42-f145384bf8f3
2.66,61.0,8.420000000000002,5.28,1735248.0,b19a8685-e1a8-44aa-abbf-488f7792d50a
4.7,107.0,4.9,4.9,29971257.0,08a2b7de-d473-4f5d-981b-b3484f05a2a7
6.9,159.0,8.9,5.7,15990457.0,a97a43d5-dbe3-40e5-a47e-a1ea23f30371
4.2,109.0,5.1,3.6,29563985.0,1c13fdaf-1c0b-4424-a3ed-1f539904a032
4.8,124.0,5.5,4.3,13056091.0,63db08f5-45b6-4da8-83b2-fcfb691c9a79
8.9,209.0,12.7,6.8,52244395.0,f742c346-f9c9-4e41-9184-c9d78fee8d99
5.9,135.0,6.779999999999999,4.38,22700440.0,af414fbc-7e1f-4c45-a023-136b86f1ff5e
6.2,164.0,8.3,5.0,10209189.0,5d35228b-589f-4fd7-8446-3ed53f3014d5
6.839999999999999,175.6,8.5,5.9399999999999995,26413297.0,c4cca210-6c16-4f54-b0ec-67a0bb17b8fc
4.7,107.0,5.8,4.0,9741159.0,c56ef463-7308-42e3-aaeb-86e01c4d5294
5.5,150.0,9.0,5.66,34584788.0,790ba558-403f-40d1-aeb5-446edc90c36e
6.0,137.0,7.6,5.1,40486902.0,0ea62b6b-0c33-4ff6-b310-932502f956b9
7.5,199.0,10.3,5.9,38250241.0,36b5f83e-969f-4b25-9795-ec1006c4f6a8
7.2,189.0,9.120000000000001,5.9,30138172.0,fbf9dd0e-6027-4deb-a230-a671fd80f304
6.1,139.0,7.8,5.2,8011920.0,b8a8b529-daa0-4f6c-9bb8-7ad82e9be574
8.8,230.0,10.399999999999999,6.299999999999999,32616526.0,16ad437a-8ec1-446c-868b-869e7b3b4a52
4.7,123.0,5.6,4.1,35452746.0,0f892fab-1377-4fc4-baba-ca04c844fdd3
4.4,116.0,5.5,3.8,40860792.0,a4a15383-beb1-4c27-938a-c8d713c09e37
6.9,181.0,8.8,5.7,9514155.0,17061bfa-81ad-44a4-bd30-a5827bbfba76
5.2,119.0,6.5,4.4,17826522.0,9f201a0e-1f79-4d28-aa23-213296d00b4d
8.8,230.0,7.0200000000000005,4.74,29515913.0,58993087-fe0d-430d-b9b2-ac91e9f1c9c9
6.0,139.0,7.9,4.9,13954094.0,2aba8ef9-8180-4a42-a3ac-2fa77740d54e
11.6,279.0,16.1,8.5,30999454.0,af2b8b07-304f-4287-b65e-1b7537dd96d4
2.66,61.0,8.420000000000002,5.28,1334652.0,6cc9abe6-614a-4bd8-a72c-5b25dbaaa59e
10.5,236.0,11.940000000000001,6.6,56884632.0,a48f2576-31d9-4062-8dab-f01f37e3073b
5.000000000000001,121.4,8.440000000000001,5.180000000000001,5935497.0,4dc5a402-bc63-41d3-9b10-d0d4ec8fdea5
6.9,164.0,9.4,5.4,7711473.0,99c9bcd5-7043-41ad-8545-e24095d9b7bd
10.2,243.0,14.5,7.7,21018604.0,ec8546da-a24a-44b4-b68b-e997fb082e98
6.7,157.0,8.6,5.6,17325777.0,b04d4e02-501f-4f83-820e-3ede38ccee31
6.0,137.0,7.3,5.3,16377700.0,9e7c9c07-e2f6-4d7c-abdd-774bb35fb64d
7.4,192.0,7.9,7.1,26519455.0,81de75f3-d64e-4546-8856-0783ce1cefe0
13.4,319.0,19.7,9.7,75478963.0,0e28066b-8efd-4a66-9520-9f1b70a5f80a
6.3,179.0,8.5,5.4,24436356.0,45d7601d-2c3d-4f53-8150-4a171bfbe3ec
7.2,172.0,9.6,5.9,16557968.0,df87b212-83b3-4e63-b395-1d4951ad4857
5.359999999999999,132.4,6.220000000000001,4.98,19695302.0,6190888f-863c-4de5-ac25-d1a84dd90915
6.4,170.0,8.0,5.5,15990457.0,1cbbbb6d-acec-4f9b-a052-7f03b05581fc
4.4,109.0,8.24,5.12,5373995.0,33dd052f-f17a-48fb-92a4-ea58fe3afdd3
8.3,199.0,11.5,6.5,24930424.0,1de5d52a-a145-465f-9d31-d4352fb210bd
2.66,61.0,8.420000000000002,5.28,1468184.0,ec085ef5-ca84-472b-9f26-f64b05355f4d
2.66,61.0,8.420000000000002,5.28,1334652.0,2a15b4f1-b3fa-4012-a4bf-5e535e667e57
5.58,136.4,7.959999999999999,5.0,17205598.0,0bc5090e-9feb-4000-8876-64b62eb15b51
4.4,119.0,5.7,3.6,9272462.0,3cff9b6e-cd63-445d-be7d-2b3993ef1f75
8.0,211.0,10.9,6.3,34017277.0,a8c5fd4d-f9e4-490a-be1b-65d05f8edc4c
5.2,136.0,7.1,4.1,19155165.0,6d9a11bd-6f2e-4589-b3dc-65bf51b71fdb
5.56,145.4,7.5,5.26,24508463.0,241f8907-2738-46ea-a2ee-83f3d6e6e52d
4.5,119.0,5.3,4.1,27040230.0,7cacf64f-47b7-4749-8219-1cae86ce5b4c
7.5,197.0,9.5,6.4,22478109.0,31b6fc51-5a97-4037-bf22-eefcfaa0d771
4.8,124.0,5.4,4.4,16091941.0,b5001675-2ed0-40c4-9ca5-1550c8d33048
6.16,145.6,7.860000000000001,5.180000000000001,15125170.0,ac950361-5dae-480f-96a5-06ecb88fb576
2.7,66.6,8.419999999999998,5.28,2330133.0,8c242f4a-268a-427b-922e-397fcdfbb994
6.7,151.0,8.3,5.8,15062410.0,86969983-3123-4c9f-8585-af1ee25b599b
7.2,173.0,10.1,5.6,17526075.0,b908e46d-12e3-425a-b1e7-020b40755d1c
5.94,136.8,7.2,5.140000000000001,24770186.0,97015788-1f3f-4e84-ad6a-4a916bc61fdb
7.12,198.0,9.959999999999999,5.859999999999999,30725713.0,b65d4dc8-4a14-4e0f-9aa7-a93577912d9c
8.0,192.0,10.9,6.4,16391053.0,890a919d-b020-49b6-8f35-57a8473949f6
8.4,201.0,10.9,6.9,11817582.0,0a3fdc87-1636-4829-ba8c-2a2469851aa1
5.1,118.0,6.5,4.3,7264141.0,1981861f-2672-4e48-92d4-9e0df06ec2ae
9.5,224.0,11.8,8.2,16825032.0,3002af6f-5311-4aa7-b3cc-712a86d5f288
5.3,139.0,8.42,5.86,45434263.0,caa3a9f9-72c3-4521-a604-27c747539b08
5.6,149.0,7.4,4.6,15766123.0,7983c294-7d87-42f8-85b3-9702f1de9357
6.5200000000000005,161.4,8.080000000000002,5.2,29499889.0,2a786153-ba09-46b9-b516-7983a51fe447
4.3,115.0,5.6,3.6,12084646.0,7ed3539b-63e0-4030-99a5-5be3676d07a9
10.8,253.0,16.0,7.9,66539663.0,0c77a9bb-47ef-44c6-bd58-2b8ac363dba2
6.5,152.0,8.4,5.4,28842912.0,cf0b31ec-c094-47d1-9e17-0ebc25a82fb3
7.1,164.0,10.5,5.3,21498652.0,c3aabe76-20af-44b8-8bbc-ff43b8304286
11.2,265.0,15.8,8.6,28308784.0,82bff9d7-e4da-4856-8359-0dd665c611a9
5.299999999999999,141.4,6.820000000000002,4.66,17913985.0,944b7e62-7436-45c4-961b-08c8537bbe10
7.5,174.0,10.2,5.9,31914148.0,e58e24be-5138-45c9-95e3-78b0f8661543
5.8,154.0,7.5,4.8,18828012.0,de584da2-2bb7-4032-8192-65ba8375062f
5.38,144.0,6.9,4.5,17833199.0,3db1ea43-47e7-49f8-adc6-71435358674b
9.0,213.0,12.0,7.3,21264971.0,8590b198-de4e-419c-b667-039d91a7f67b
4.4,99.0,5.86,3.96,14080949.0,10c936cd-82a2-440d-854f-59b5bd621551
4.3,112.0,5.2,3.7,12458536.0,a73f56fb-f45c-49c9-a044-78bcac163243
5.6,130.8,7.08,4.76,9163634.0,564013f4-fe84-4990-b227-51bc54407788
8.9,213.0,11.8,7.3,18427416.0,907fc0b8-9a2e-4072-b319-e3bbfcbceca4
6.0,142.0,8.4,4.6,10281964.0,5f3c4c09-9d95-483c-a4f8-a4d06618a546
4.0,105.0,4.4,3.7,16724883.0,40c468fe-23e8-44d3-ab73-b444270d66cc
4.8,130.0,5.9,4.6,16891798.0,8ccf925c-8c36-470c-aa6c-9e600648c6d0
8.4,199.0,11.5,6.6,26292451.0,a8e581b8-b30d-465d-982f-d77b64ec1106
5.0600000000000005,119.8,7.42,4.9,12747632.0,a18db982-3547-4d28-93df-4f7da12ad54a
5.319999999999999,132.8,6.68,4.5,11314834.0,57be08d4-3c4e-45d6-ae68-9ed527778767
6.7,153.0,6.5,4.66,15656627.0,bf89a0b0-6b0c-43f3-b894-e9be09a487af
6.4,166.0,7.5,5.7,20597311.0,89f199a9-a15a-44ab-b511-6ea940e3a52d
4.88,121.4,6.140000000000001,4.22,11477075.0,b30950de-d33d-4053-be8f-1b071109957c
8.2,215.0,10.5,6.8,38023237.0,125490da-20aa-421f-ac7f-eb7b4d42ebf9
5.2,134.0,5.9,4.8,30345147.0,7b878e42-fb6c-4baa-a11c-49a09bf7e61a
6.4,169.0,8.3,5.3,11318172.0,66b5d5d7-e26f-40f5-ba4d-9aa1a4f0d889
2.6399999999999997,65.4,8.420000000000002,5.279999999999999,2803504.0,689b16be-f6c8-48bc-ae5d-15a200d2a263
6.4,146.0,8.1,5.4,28776146.0,b1a9c3fa-bc04-47b6-9ebb-be2ee6f3e976
8.5,232.0,11.8,6.6,37181985.0,29e92134-fa9f-49f4-973d-d2b1d7910c62
5.7,132.0,7.5,4.6,35285831.0,f1e56050-4a8e-4243-9e66-1c1b58e9a21c
6.1,137.0,8.16,5.140000000000001,14414779.0,5f70827d-f4b9-4cd6-84c3-9d96a832a16f
4.9,114.0,6.2,4.0,10849475.0,a7b9fbca-ce92-49d3-8533-36901d3e62ed
6.0,134.0,9.5,5.720000000000001,28442316.0,7a917474-9a79-46d5-9812-c2e7fd4c675f
10.5,246.0,15.3,7.8,32147829.0,214eb2cd-77f4-4195-9772-6ae6f4ff9a53
5.64,136.4,7.659999999999999,4.78,8678912.0,273a68f8-bbce-4484-b67b-89bf71a624c4
7.2,188.0,7.5,6.9,31086250.0,671929f3-1d5e-4248-9e2d-44ab7c2c5ea7
4.48,79.2,8.420000000000002,5.279999999999999,4477328.0,15fe1175-861f-46ae-9212-c08e8612be99
4.9,129.0,5.5,4.6,32181212.0,bc2a880a-cb4a-4cca-9506-518b0202b353
2.66,61.0,8.419999999999998,5.28,767141.0,7f333a8f-7c7d-4300-bff4-b8dbdf46e845
6.6,190.4,8.38,5.46,29119323.0,0cdcb17d-f8e5-44a9-a2af-dbb778e47c0a
4.9,129.0,5.8,4.4,24983837.0,0710dd36-b1a5-4ebf-9494-55f38f5587e2
4.6,107.0,8.24,5.12,5337942.0,76053d8f-c695-4cd5-a1ad-73b37e956a2e
2.1,49.0,8.58,5.44,43331134.0,dc07a3b3-493d-49e1-86b7-63dc9f8a91ce
4.6,119.0,5.3,4.1,22299844.0,27195988-e271-4aa1-be34-988c9ac1af0a
5.9,134.0,6.459999999999999,4.359999999999999,14147715.0,eb424144-b2e2-4db5-97df-e20a5d4ca09b
5.4,135.4,6.1,4.680000000000001,25149417.0,5602a949-7bbd-4a47-b527-14998ed98264
5.34,88.0,6.9399999999999995,4.42,12094661.0,a23de3a5-04b7-436c-9890-87df40160ecf
4.2,109.0,4.9,3.8,33329587.0,d931c3c8-7882-4999-bbd0-b07c1308954f
5.6,164.0,8.1,4.9,19362140.0,1dd3940c-5c28-47ac-bf45-0527d6858446
6.9399999999999995,261.0,9.280000000000001,5.94,32207918.0,4900c1c2-f275-4513-83fc-f3cc2a4a152b
5.3,119.0,6.960000000000001,4.68,10014900.0,9f5bbcdc-6a71-43ec-9eb4-51a59363b69a
5.2,136.0,6.0,4.7,45067050.0,91631eb4-cdd2-4287-bcd8-2207e980f9bc
6.5,176.0,8.1,5.6,14287924.0,d3aafcea-7beb-44bb-96db-70ab7f1d26a3
6.8,184.0,9.1,5.5,23822109.0,58142faa-71a7-4b24-8c85-8827128bf466
6.7,156.0,8.5,5.7,30425266.0,6cdfe811-cc13-49b4-91fd-6c41aa4f3bb4
4.3,112.0,4.7,4.2,13852610.0,cf06d9fa-89f9-4275-9f78-b11655d77bd8
8.2,187.0,11.3,6.4,50441713.0,78022c19-31bd-4991-8c90-8c244d2d9da2
6.8,159.0,9.2,5.5,31279871.0,75ee6307-8b62-4521-9123-6c76b1df8132
2.3,46.0,8.14,5.74,45667944.0,3dc28b58-6f08-49f4-8d5a-92de68471029
9.8,229.0,14.7,6.9,36253938.0,d74f7ebf-23dc-4215-8fb1-ea6659efc09d
7.2,231.0,9.8,5.9799999999999995,30373189.0,f8c7638a-6204-4f38-a561-07f051376cad
10.1,241.0,14.8,7.3,25304314.0,14e61ff2-fa62-4624-b922-fec1326d4636
4.5,119.0,5.2,4.1,25270931.0,6aeb1e45-da59-4d1c-921b-937644ec337d
5.4,144.0,6.7,4.7,16496543.0,eae65afc-4f73-4610-a959-c249f831f7f1
7.5,194.0,7.9,7.2,25477906.0,54e5f87a-1e66-4663-bea0-807b77e7e927
8.6,205.0,11.9,6.7,17960054.0,acbce348-d078-4787-aaad-da317bb3e8c2
7.2,165.0,9.2,6.1,20023123.0,d7982473-40ec-4ae9-b966-d51af232e85b
6.859999999999999,216.0,16.66,8.92,53613098.0,371b3967-866e-4be0-9bd0-b252c057d743
4.3,99.0,5.3,3.7,9847985.0,aad0e84a-f997-41ea-9b72-aa17b80f6ec9
4.8,109.0,5.9,4.1,13887328.0,c6e6f2bf-318b-499b-b0ae-cffb1ba22012
12.7,288.0,19.4,8.8,103657553.0,d1f6fea4-62ae-4bce-9e2e-f3919ea881bc
5.1,134.0,5.9,4.6,18160352.0,bff3f9ec-4844-4731-967d-3f2ed5292176
4.5,114.0,5.3,4.1,33516532.0,b33011a9-ba1b-4951-a806-05a0536403a4
5.4399999999999995,150.0,9.219999999999999,5.72,25838442.0,6714d4ec-3844-452c-b364-08ade7de206b
8.5,197.0,11.2,6.9,49807436.0,b09f5905-0efb-4ee3-864a-57cd56b8eae3
5.2,120.0,7.140000000000001,4.56,8539371.0,13f37592-4ede-479e-82cf-c2b74762c288
6.9799999999999995,192.8,8.6,6.06,31373343.0,2c60e1ae-8b6e-4586-b652-067ceac491ac
5.4,142.0,7.1,4.5,17559458.0,6ab83f33-f124-46c0-b66c-c6005aa0f69a
5.4399999999999995,134.6,6.640000000000001,4.8,22809936.0,500c57d1-6bdc-4959-a4f5-ddd8510f4830
6.6,154.0,8.7,5.4,24783539.0,772bce46-7490-408c-94bc-308575b9eaa1
6.0,159.0,8.1,4.8,33476472.0,9894ab5e-ca52-459d-87e1-376af272e449
9.8,223.0,14.1,7.3,31246488.0,3ea50cb7-1e36-41f1-bbf7-77e2fb10a298
4.7,109.0,5.8,4.2,19101753.0,7c67d5f7-2284-4228-b084-78f46d0f59d4
5.1,134.0,6.68,4.6,19076382.0,a7b88b9c-477b-4c89-8839-a0a12befd6ab
7.1,187.0,7.5200000000000005,5.9399999999999995,26472719.0,73fd125c-44ba-4725-ae0f-fedfaa55254a
4.3,113.0,5.5,3.6,9213708.0,73f300cd-1a64-42ac-8108-2cda28dcc0f9
6.3,166.0,8.4,5.1,19462289.0,049a4491-30a0-4aa5-a871-04ea23581634
6.4,176.0,8.2,5.4,16858415.0,e13c7301-f505-4e98-bdf1-2ebc22350071
5.5600000000000005,131.0,6.639999999999999,4.739999999999999,24503122.0,40c5264b-3e35-4586-8efe-ab57b8223d70
7.42,182.4,11.180000000000001,6.840000000000001,31314589.0,c322ff38-c785-4229-baa7-864828353dee
7.1,167.0,9.4,5.7,25791706.0,6c4ae963-4128-43ba-a6ab-d741040fd576
6.1,119.0,7.24,5.139999999999999,19495672.0,8e3089af-fd91-45be-a448-7c3fb2970a18
6.1,139.0,8.84,5.9,21765716.0,dabed8d3-7c5e-4198-9be3-789aaca73b7f
8.02,128.0,9.299999999999999,6.720000000000001,23735313.0,0e19beeb-a324-4a91-8cdb-e067d4aec41a
7.4,195.0,8.7,6.7,53880162.0,48664228-9b14-4fd9-8807-703229cc1a55
5.8,136.6,6.9399999999999995,4.839999999999999,20082545.0,4c6203a8-0d35-4a0d-a503-d9ded177c484
4.0,106.0,4.9,3.5,26940081.0,51bcddda-a826-4d5d-95c6-338bb56365e1
5.6,149.0,6.9,4.9,18928161.0,93e6c89a-3080-4e20-a2a6-d7fc35540680
2.66,61.0,8.420000000000002,5.28,1334652.0,4a54fa97-3584-4883-aae7-468722513784
3.9,102.0,4.3,3.7,14601724.0,b33483c1-1019-43dc-aa79-20eb929082a5
5.4,143.0,7.0,4.6,18283869.0,b6f3f0be-d5eb-4e8b-99f4-8684957d237f
6.359999999999999,162.2,8.34,5.260000000000001,28387568.0,9c087979-f08b-4e54-9f3b-d86be4c1af7e
6.2,139.0,7.9,5.4,14454839.0,453907d0-6f7b-4bff-9489-2b70476c27ec
5.2,120.6,6.539999999999999,4.42,21423874.0,236f8c16-4e26-4138-a4ce-5432851097d1
5.1,116.0,6.5,4.3,19876238.0,155ced8d-7af9-4b34-a80b-51ec45688826
5.0,116.0,6.4399999999999995,4.1,7677422.0,e4e256a2-a8d7-4cb9-9dcd-23cd17c257fe
7.1,178.0,9.2,5.9,10115049.0,c8abb885-0b8d-4d05-9f24-78543c2faa33
4.1,107.0,4.9,3.6,12718923.0,9fd96130-be0c-400e-82d5-75aa2bfdf5f8
11.3,271.0,16.8,8.2,32368157.0,aff72ef2-61a5-493f-bcfa-43f21e3a2cac
4.3,111.0,5.1,3.8,24870335.0,3813512e-3a33-442f-963e-6983d9334a63
5.28,124.4,7.460000000000001,4.9399999999999995,6361464.0,d13135a2-d5f9-4713-a622-278311e24070
6.9,183.0,9.5,5.4,29377040.0,b75a6bfa-6fad-4909-9a27-4d38dd496a19
4.7,104.0,5.5,4.3,11383603.0,caefc89b-0ecb-46da-8381-b13e99e291a9
5.4,147.0,7.2,4.4,20029800.0,05008b0b-5d7c-477e-b53c-4d84a0374a8f
7.2,141.0,6.0,5.3,8980027.0,9226a59b-363b-49ab-b0b3-47265d597ba0
4.7,124.0,5.6,4.2,42770300.0,db4e54f0-3d45-4979-b5d1-d921b374cca4
6.0,162.0,7.419999999999999,4.959999999999999,29236831.0,03ea0cec-cf28-4288-9415-1c652c619cbb
8.7,156.0,11.9,6.9,17018653.0,41ce6a18-7ad0-4b3b-9b61-2d27d5806b47
7.4,182.0,9.459999999999999,6.22,31246488.0,840d1b2d-0fb8-436a-ba02-21c2971ee8f0
4.4,117.0,5.2,4.0,10582411.0,a7db11b9-8c69-4ad6-b8fd-a72962d06e82
5.08,136.4,6.42,4.279999999999999,10221875.0,66899634-f524-464b-8f53-913a039b0297
4.3,99.0,5.3,3.8,16190755.0,6ba94db0-dbbf-470b-a400-c88151e41bde
5.6,147.0,6.5,5.1,39358557.0,094959ac-1ea4-4e93-8b30-44cb95b4f77d
5.2,115.0,6.0,4.8,21498652.0,e703a8da-9f8f-4063-a9e0-9ca8c7ed4a6d
8.36,193.0,10.1,6.32,35262463.0,1b06157f-84b2-4ccb-a811-de9c6e149409
8.4,197.0,11.8,6.4,35786576.0,71144713-91e1-467d-89f3-27cf5be5fee9
1.6,38.0,10.78,6.8,59955868.0,faf58ba4-53e0-412f-b9f2-68fbd2ab6771
7.5,197.0,12.34,6.56,57218462.0,b87511b9-a8f5-46f7-b6aa-ca38117c9520
5.3,139.0,6.4,4.6,29043210.0,e261478c-46d7-403b-8ac3-5b18d447ed74
3.9,104.0,4.7,3.5,22172989.0,3f6504ff-4854-442b-9c22-3b54a33814d8
6.1,160.0,8.36,5.46,29203448.0,6fb331a9-b12b-439f-835a-80ff401e156f
4.5,106.0,6.9,5.619999999999999,29310274.0,2834424d-c81c-4644-80ad-ecefbdd3248b
5.2,135.0,6.5,4.5,15456329.0,b0410594-1870-4ba4-a196-4378d0f94a16
4.9,129.0,6.3,4.1,26693047.0,2bad3d96-6d9b-46ef-9228-56577cd2f594
7.4,176.0,10.0,5.9,10756003.0,b23f09db-c91f-49a2-9c2c-e87af5f50b70
5.9,153.0,7.5,4.9,20330247.0,9b109385-bebe-4aa1-8958-dea712f3ac71
5.28,156.0,6.68,4.44,10208521.0,15479608-da3c-4ec5-9ae4-ed9d68f9d7e7
5.3,139.0,6.4,4.9,11483752.0,3d3ea909-8a34-4029-a24f-b314e50bdf0c
9.2,219.0,10.959999999999999,6.359999999999999,29832384.0,dc6686fc-ead2-4240-afbf-9e7cfa861799
4.7,124.0,6.0,3.9,19702647.0,7362334f-f0e0-485a-9415-a14165b69bea
5.3,120.0,6.7,4.5,18574301.0,3a95ec54-4a88-44ed-9ccc-238dc01e1ba9
4.4,115.0,5.2,3.9,24069143.0,14e58a76-b231-4427-95c5-f30b545b28fb
6.4799999999999995,147.0,7.4,5.1,24977161.0,26b3dde3-7bab-4041-8822-96e8a56fde9c
5.5,139.0,7.82,4.9,6075038.0,a5806bd6-e099-41b9-a283-100738b92fc4
10.2,231.0,13.4,7.4,79217859.0,bb5da401-18db-4bc0-8b7a-7ccc33984f65
7.8,207.0,9.1,7.1,20670754.0,a0ea5c7c-e443-4cf8-8107-c3b1373247a1
4.9,114.0,6.6,3.9,13046076.0,26f428b7-e2e8-478e-a89d-df8f1732e972
4.2,109.0,4.5,4.0,20864375.0,8112ec39-9ad7-4e4b-8c77-e7bb8ab9c8ba
6.76,169.6,8.86,5.52,31474828.0,49d49c8e-5ed4-4767-8c66-624819b25d93
5.0,123.0,5.5,4.7,24683390.0,7f384d10-e5a0-4028-8590-6ea08d4df7e7
8.2,216.0,10.2,7.0,29365690.0,d8d3ebf8-2a65-4c7b-b10e-1c0446dc12e1
6.32,158.0,7.720000000000001,5.5,33983894.0,0737dbad-efd9-4c56-b991-dc8e59ada433
5.640000000000001,136.4,7.58,4.8,8672903.0,8aed2502-78c2-4eaf-b765-5c7c8473009a
5.6,129.0,5.880000000000001,4.279999999999999,18928161.0,b271f78c-7688-4cbb-8d94-0504bba24204
8.5,232.0,11.8,6.6,30198262.0,32578892-3627-405b-94d9-6635ff7e3bd1
3.8,99.0,4.6,3.3,11296807.0,bc21ba79-c11f-4a62-8244-a9ee890464a3
5.0,130.0,5.8,4.5,25671527.0,5723fd8d-bff0-4e71-b2cd-b44c35d2285c
10.2,233.0,12.4,6.9,75539052.0,89270b2f-bf20-4782-b85d-ba240929e19e
12.1,282.0,16.8,9.4,36400823.0,3e57f36b-f5e5-4e8e-8e91-0b3e15940533
5.1,135.0,6.3,4.5,15690010.0,e38526e8-75e5-4c62-8e48-9d376a405b27
7.3,164.0,9.8,6.1,8779729.0,babadac7-4f35-4ef2-ab41-5e9689a457b1
4.2,111.0,5.3,3.6,9814602.0,97b1ae2c-b81e-4726-bbaa-c6cc1558f3a3
8.56,217.2,9.620000000000001,5.9799999999999995,27554328.0,fa017b4b-9266-4852-8938-a09a1b66dfb9
6.9,186.0,9.5,5.4,19395523.0,6ab3f119-50cd-488b-a5a7-f28c5b6420cf
2.66,61.0,8.419999999999998,5.279999999999999,2202610.0,8817e960-d6e9-46e9-aba2-252ca539a9c6
4.4,115.0,5.2,4.0,19161842.0,19c24291-3b17-42d1-ace6-0f693fdb6988
5.4,142.0,7.5,4.2,14388073.0,d6f32fd2-1cbd-41a1-873f-657241105214
5.7,129.0,7.519999999999999,5.300000000000001,42062580.0,05290243-233c-450a-a7f8-5133f67d73a9
7.8,179.0,10.5,6.3,43598198.0,06b8f0bf-4295-46c8-8edf-4ee915bcb023
7.1,185.0,8.3,6.4,29143359.0,e2da179e-11d4-499a-a593-744afa0a950b
7.76,196.0,9.059999999999999,5.78,27216492.0,813777f3-1d9d-43e2-9084-b4ddf50175aa
9.620000000000001,187.8,13.1,7.6,41157233.0,f60eac15-a2f0-4a3a-a93d-667ff5d35c19
7.0,149.0,8.4,6.1,37595935.0,0ad9369f-91a8-4290-b502-79af1b3321c2
12.6,289.0,18.2,9.4,48512176.0,7ad62f58-c1d0-4ff9-92e2-e263344f45d5
6.4,152.0,8.5,5.2,10682560.0,73214b25-e9b4-49ab-8558-955bb56654b6
7.6,178.0,10.5,5.9,41261388.0,b3ec3957-5eaa-490d-8b0f-988d588ea2ed
7.4,168.4,8.74,5.619999999999999,32528395.0,43340ef6-bfa3-4136-aba6-2ce42a6d88e5
6.9,155.0,11.639999999999999,6.6,27507592.0,699e03aa-439a-4ede-a7c7-d056f1ed658a
9.2,219.0,13.4,6.8,24856982.0,697a76a5-d50e-4aed-ba18-680078f892aa
5.7,149.0,6.9,5.0,30478679.0,6bf09f2e-4f10-4c49-b3df-ebed2a3cf729
8.4,195.0,11.5,6.7,21698950.0,ec61c972-f720-4b73-a38d-06470c4b350d
4.2,109.0,5.2,3.6,17919994.0,1d247255-4e54-47ff-a899-f20545091913
4.2,109.0,5.1,3.6,10609117.0,853e8584-ab80-442e-9b23-be20e7146764
11.5,275.0,15.8,9.0,25938591.0,cdc311e2-ca9f-4050-a267-4f93a3573e6e
7.5,180.0,10.0,6.1,16157372.0,5169318c-be24-4b92-aa7c-35a3f6e06e24
7.7,203.0,9.2,6.8,19929651.0,c2ee519b-3fe5-46d7-ad9e-ac88b6a9a548
9.7,231.0,12.9,7.8,21632184.0,8fee41f7-d35d-4ac2-bd3b-3df3c2e58b1d
8.9,207.0,12.1,7.1,56083440.0,a6850b96-c25f-43a3-9f92-28ac5e6d59a4
4.6,103.0,5.9,3.8,11216688.0,6d757348-12cd-4940-995c-6c20bff75ea3
8.6,217.0,11.3,7.0,19722676.0,64def650-e17c-4b80-848b-96adc66aada0
6.4,142.0,8.3,5.3,9847985.0,ca486718-04d5-41e2-99e1-3836a681a49f
3.6,95.0,4.0,3.3,18247148.0,e3d934a0-f314-4cce-9784-2ee82c40aff8
8.9,145.0,5.94,4.56,24107867.0,1d1cf38e-57ea-406b-9688-3169e0548131
9.9,227.0,11.5,9.0,50675394.0,d93bf6b0-9502-498a-8897-127f0ebe56fb
3.4,79.0,8.419999999999998,5.279999999999999,4506037.0,8e1d21b9-ab05-43ae-a553-7e1b3eb5bcc8
8.3,198.0,12.0,6.2,19128459.0,8744f0b1-5954-4f32-931b-e853adf1d1f0
9.3,222.0,13.2,7.1,27307294.0,2fe5d80f-d28e-4f04-82d5-317f96f21f15
6.4,149.0,8.5,5.2,28028367.0,afbebd88-4199-4f8f-949d-8e521ba4990a
6.3,167.0,6.8,6.1,22172989.0,b2fe851b-a300-42c3-b0c2-63a51826327f
4.7,124.0,5.4,4.3,28382227.0,7e787d84-a1ef-49f9-b790-b952552fa127
4.3,107.0,8.24,5.12,5373995.0,bd1767bf-c912-4ebe-9440-d23572222bd7
6.8,157.0,8.7,5.7,19695970.0,31111359-c544-4108-86ee-979318121045
10.26,235.0,13.780000000000001,7.659999999999999,66549678.0,8cdff24c-3ed3-4c04-9758-4a112e66e39f
